,POM121B,MTCO2P11,MTCO1P11,SMG1P6,AC008443.5,RPS10P16,MTCO3P11,VN1R83P,CICP5,AC005682.1,AL022345.3,SEC22B2P,ASLP1,AC094019.2,AL117340.1,OR7E7P,FRG1KP,GUSBP15,PDIA3P2,AC008267.3,AL109840.1,UNC93B8,MTCO1P12,ARHGEF34P,FO538757.1,ENPP7P5,BLZF2P,MTND5P14,AC145285.4,DDX12P,AL353807.3,AL031432.2,AC093162.1,PKD1P1,TMSB4XP2,MTATP6P11,TREML5P,AC099654.2,AL157893.1,AL353743.4,PSPC1P1,AP005018.2,IDSP1,KRT128P,AGAP10P,MSTO2P,AC107982.1,OR8R1P,TNRC18P3,TAS2R15P,AL355864.2,CDCA4P4,MTND4P14,AC090114.3,NAIPP2,PKD1P2,MTND1P23,SEPTIN14P8,AL450326.2,AC103810.3,AL589644.1,WASH4P,SPDYE18,MTND4P23,CR545473.1,PSPHP1,GTF2IP23,MTCO3P12,CYP4F60P,ABHD17AP6,AP001282.2,AGAP7P,GUSBP17,NBPF2P,AC090971.3,AL645929.1,MTND6P5,HNRNPLP2,DPY19L1P1,ANTXRLP1,AC004980.3,AC004381.3,AC112907.2,MTCO2P12,SUMO2P19,AC134349.2,HSD17B1P1,NPIPB10P,AC233699.1,FRG1BP,AL356274.1,ZNF285B,OR52M2P,AC027139.1,GNRHR2P1,TEX28P2,HERC2P10,DDX11L8,H1-12P,AC010615.1,AL513485.1,MTND3P23,AC091849.1,MTND2P28,BX005040.4,AC008752.3,MTND4LP7,AC243725.1,FCGR1CP,MAGOH3P,AC245517.5,MTND1P11,ABHD17AP1,RDM1P2,LAMB2P1,CDRT15P12,AC018804.1,NCF1C,AC055876.2,MTND4P15,AC007663.1,NSFP1,OR7E36P,GOLGA8VP,AC000041.1,AC087359.1,AC133552.4,AC011330.1,AC025287.5,TCP1P1,AC010087.1,OXCT2P1,AL445187.1,AC107075.1,TCAF1P1,FRG1JP,MTCO1P2,Diagnosis
RNA519_FPKM,2.92060332,0.0,0.0,0.860612335,6.150229613,0.338923944,0.325737837,0.188797326,0.0,0.343775616,0.0,7.187723274,0.659697586,0.0,0.20153564,0.249131508,0.492980282,1.608672498,7.447746409,0.708312961,0.469356481,0.715345856,144.7901801,0.11127953,1.032164278,0.081488662,0.297533232,0.066310032,0.0,2.224658334,0.335541469,8.240420227,7.402298158,4.409508007,0.800506077,0.0,2.626660564,0.08490216,1.561358601,0.32599795,0.0,17.48536694,7.823993361,0.13997192,4.831791234,4.672328722,0.064626777,0.0,1.499275595,0.090533201,1.071316559,0.247215112,0.1241553,0.811127991,0.0,0.304663005,7.230377466,0.471993315,0.085681079,91.93192199,1.366717692,10.99562321,0.880520181,0.0,0.0,1.610066522,0.0,3.687889055,0.153032441,21.57663892,5.168191893,4.809987213,0.596030937,0.762963432,0.242191245,0.0,0.164091426,7.548648077,0.35641719,0.137846411,0.0,0.189707364,0.509412958,0.246490141,1.70955535,0.092323967,3.520550285,0.558670542,0.071930488,5.522545207,0.204914171,0.095136546,0.0,0.088343649,3.996187229,0.137679178,0.597101972,0.459306765,0.439235342,0.285895027,0.0,0.242117608,2.083645341,190.0034892,0.110741947,0.59020697,0.28576466,10.60294556,6.041052222,0.564029276,0.0,0.383804283,78.91731943,0.178754915,0.373777156,0.0,2.72016628,1253.599774,0.153873279,0.732274845,0.135569577,0.628515425,0.0,0.09349626,1.921214584,0.0,0.0,1.247156299,0.0,0.0,0.0,0.164248265,0.0,13.11645043,0.188189594,0.0,0.0,0
RNA52_FPKM,0.0,0.0,0.0,1.154845289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.592986449,1.475561832,0.0,0.0,2.662452863,0.0,0.0,0.0,0.0,0.700107506,0.0,136.8152522,0.0,0.549713454,0.0,0.0,0.0,0.0,1.063134784,0.425250351,0.273026675,1.335131941,0.985271467,2.088837678,0.841753964,0.0,0.0,0.0,0.0,0.0,7.013186672,0.333295861,0.0,4.457304974,2.3465728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51169172,0.03536096,0.0,12.46496304,0.0,0.0,0.0,0.0,1.659555441,0.0,0.0,0.0,3.601275428,0.0,52.23685327,0.0,27.90951522,3.041854003,2.096813571,0.0,0.0,0.481534077,0.0,0.0,7.184102167,0.0,0.0,0.0,0.0,0.0,2.756401427,0.0,0.619752919,0.0,2.776701941,0.590149315,6.916639251,0.0,0.0,0.0,0.0,0.695175772,0.0,0.0,0.0,0.0,0.0,0.074199031,0.0,1.553863018,208.6910006,0.0,0.880050868,0.0,2.443238831,0.611618811,0.140264388,0.0,0.0,44.52781081,0.0,0.0,0.0,0.101453368,57.96281517,0.0,1.273853454,0.0,0.0,0.0,0.0,7.519374958,0.0,0.0,1.104084736,0.0,0.467028237,0.0,0.408206005,0.0,35.12229909,0.252563885,0.0,0.178263504,0
RNA521_FPKM,1.050819321,0.415745373,0.259024604,0.771853105,1.838743762,0.683968194,0.584406932,1.397511151,0.331817248,0.423921242,0.0,11.84046909,0.79885767,0.359373119,0.0,1.005614681,0.0,7.033405334,2.147140658,0.238236112,0.315873579,0.160401052,54.92591917,0.112284275,1.68621173,0.109682581,0.050036611,0.178504722,0.313248591,3.338186278,0.406260302,5.542998802,11.16308554,6.380798044,0.269244622,0.084390105,0.392648407,0.114224991,0.875253416,0.475097094,0.0,14.65039317,4.059985088,0.047078577,6.453491189,5.657115769,0.043493362,0.0,0.987483906,0.060928201,0.327586157,1.247144037,0.083517534,2.114182462,0.031908223,0.654639744,2.887697386,0.0,0.17290939,38.87023561,0.45968594,6.670209124,1.884593089,0.0,0.0,0.0,0.322173052,1.24028123,0.0,10.50613004,3.842414786,15.46436335,2.673202833,0.513234832,0.543084622,2.551482133,0.110432365,8.642788267,0.566697387,0.09274145,0.154907865,0.297810079,0.171337487,0.911865781,5.366426318,0.0,3.137701362,1.127440468,0.290452247,0.965801844,0.413717346,0.127994048,0.0,0.0,5.017636945,0.138922287,0.094511276,0.308969239,0.29551239,1.121781601,0.0,0.488830294,1.401852165,376.4878524,0.260730958,0.952856507,0.384635175,3.371589501,15.45141111,0.252981524,0.0,0.064544944,51.14493505,0.120300789,0.754269195,0.0,2.104189175,429.8802526,0.207111248,0.875701177,0.364783037,3.497587801,0.0,0.125787254,2.584748373,0.064990081,0.501846485,2.621547042,0.0,0.0,0.258179775,0.221008615,0.0,9.543008918,0.734275474,0.546586827,0.160857385,0
RNA528_FPKM,0.738318364,0.511875918,0.740305433,0.712755965,5.65944605,0.350803282,1.011771419,3.324185003,0.510693771,0.118608335,0.0,6.833704933,0.819582499,0.553044547,0.069575218,0.773825176,0.0,1.457207297,1.101255874,0.122245222,0.486249151,0.123459004,745.8595496,0.057598638,0.152699295,0.0,0.231006218,0.41205529,0.24110415,1.240107612,0.243158743,11.37450557,15.94447044,6.687567811,0.0,0.779215003,0.755406636,0.087877994,1.077633511,0.61873838,0.13088511,10.05652227,5.554188767,0.0,7.089312033,3.869585597,0.200797712,0.3416715,1.32576637,0.187498306,0.504187975,0.639873856,0.192789532,3.568787277,0.0,0.455572574,2.806849742,0.488980888,0.177408575,55.29100682,0.707630878,5.796335823,2.486141932,0.0,0.0,5.001011104,0.247973214,1.272671386,0.0,5.000860208,1.689560039,11.90022703,0.822873816,0.263235141,0.334366594,0.0,1.019675883,7.094233988,0.335447061,0.04758808,0.0,0.196416122,0.263753327,0.25512966,3.834531194,0.095646811,1.91344288,0.449861632,1.117520461,2.858624933,0.0,0.147728934,0.272197107,0.0,5.516004286,0.0,0.0,0.0,0.606403526,0.591920694,0.0,1.003099781,0.719327256,256.6277555,0.28663651,0.61111548,0.887881041,2.993724537,5.945129,0.0,0.0,0.0,25.64754071,0.370209421,0.532066856,0.137068658,1.408009185,893.3221949,0.31867844,0.92661014,0.280706148,2.543600089,0.0,0.096773319,2.486366983,0.0,0.0,1.640784128,1.145244711,0.054061241,0.0,0.113354025,0.0,5.542354625,0.311756045,0.186894122,0.49512891,0
RNA53_FPKM,2.702841973,0.278423767,0.16520782,0.861561599,5.387386707,0.254473335,0.652293407,1.276369628,0.0,0.301135453,0.0,6.718451336,1.684237961,0.668531643,0.0,1.496665308,0.185071517,3.472526087,2.396559005,0.443183898,0.352566409,0.179033722,60.40964069,0.097476988,2.325082684,0.122423641,0.446792121,0.298860555,0.174818247,3.469175285,0.251933681,8.112099872,8.247249456,6.009507628,0.601041782,1.036124266,0.547824541,0.318734278,2.344621194,0.407946911,0.189802668,11.97688959,4.028258754,0.210189466,7.203527584,5.243693283,0.145637047,0.578227369,1.805805578,0.544046441,0.877534931,0.649655456,0.233047958,1.065779759,0.035614778,0.470206872,8.652093398,0.0,0.0,83.48782306,0.513084448,6.888294943,1.562708634,0.231509124,0.0,0.0,0.0,4.730319694,0.344860039,12.69435838,1.838137489,7.100541544,1.939531992,0.286426871,0.424366676,0.064727577,0.246521044,7.516811619,0.4865797,0.0,0.0,0.237431855,0.382481134,1.295500616,1.711441007,0.13870195,1.850327581,1.165239792,0.486288086,2.239097835,0.0,0.250008891,0.0,0.0,3.300490928,0.206746559,0.0,0.17243002,0.219893335,0.536644448,0.074685665,0.727485731,1.564695549,492.6013087,0.0,0.886367797,0.429315559,5.355613129,3.135870168,0.0,0.0,0.576341435,72.10529451,0.134275292,0.841926232,0.0,0.408474998,465.379577,0.346754874,0.91639962,0.101789334,1.072559265,0.0,0.280798163,1.803125347,0.0,0.0,1.307056859,0.0,0.548777279,0.0,0.246681644,0.0,9.848280159,0.395670139,0.135573334,1.167029919,0
RNA535_FPKM,0.676159717,0.234433507,0.0,0.462370552,0.648027582,0.964041064,0.205962255,1.074526669,0.215875561,0.217279879,0.699187654,7.092909515,1.376108869,0.0,0.0,1.023711595,0.233628736,2.097084568,2.017402423,0.447681998,0.445069267,1.017370995,56.39792325,0.087911955,0.419442428,0.077271968,0.0,0.188699435,0.0,1.892880104,0.349932674,3.99326816,5.659786599,2.787121243,0.379368566,0.475745646,0.138311456,0.321969276,1.233489107,0.206043686,0.0,12.02145621,1.483595124,0.0,6.360747424,4.28997095,0.061282615,0.0,0.918026477,0.257631664,0.646386752,0.234433507,0.117736178,0.384498894,0.0,0.850505828,5.784031366,0.0,0.243712726,54.78716755,1.296055163,7.035291709,0.986662985,0.0,0.0,3.358549232,0.454173177,1.893960027,0.0,9.999491159,3.094656144,13.33329357,0.565206109,0.482223272,0.382725247,0.0,0.155600388,5.989473016,0.215046942,0.130717432,0.0,0.299787044,0.0,0.817935142,2.161014121,0.0,2.920585166,0.529724189,0.27290204,0.0,0.194310729,0.270608018,0.249303633,0.0,2.020726337,0.0,0.066617127,0.435559522,0.555312862,0.767996438,0.0,0.229589046,0.0,316.7009413,0.0,0.671579168,0.270977547,3.838291973,9.616580081,0.713086315,0.491774067,0.0,34.67773039,0.508685498,0.620157606,0.501967847,1.547328072,834.5441584,0.145910987,0.848578267,0.321304017,1.02928655,0.0,0.088662283,1.821426187,0.0,0.117851182,1.330237816,0.0,0.049482856,0.0,0.259555037,0.0,11.67433179,0.107067704,0.0,0.0,1
RNA58_FPKM,1.173101456,0.25111329,0.167680008,0.932624427,10.06688624,0.688696714,0.882670724,0.767626001,0.0,0.291051185,0.0,6.855370539,0.268064423,0.180886692,0.0,0.337543054,0.500753775,2.655693143,1.621614251,0.47976625,0.476974964,0.121104282,52.1881606,0.075373692,0.29957375,0.082811366,0.075556211,0.336994545,0.0,1.564721739,0.613593542,5.023131769,10.79551078,5.395926769,1.220071675,1.147112924,2.816857356,0.129401541,0.264329779,0.276000057,0.12838875,8.103061909,3.17962167,0.0,5.791787189,4.297147182,0.0,0.223503975,1.078939466,0.0,0.29688882,0.879013421,0.630682554,2.266158496,0.048182008,0.335311991,6.657134448,0.479654599,0.130588711,86.28361173,0.0,3.769416515,1.382546004,0.0,0.0,2.617575251,0.0,3.746767689,0.0,8.097685597,1.10548081,10.85021662,0.0,0.258331373,1.394498851,0.0,0.0,6.581292456,0.32919976,0.093360873,0.467827499,0.257030527,0.258722784,0.876435669,3.184144734,0.187645096,1.967167951,0.882967318,0.438656342,2.132076001,0.208240289,0.386636752,0.17805739,0.0,2.165284921,0.069925077,0.07135689,0.233274641,0.743853813,0.726143008,0.0,0.246047604,0.0,410.6098831,0.562545572,0.47976625,0.580806249,2.546054435,17.57887634,0.573188035,0.0,0.0,50.98000099,0.363312845,1.044272036,0.0,1.243633753,699.247526,0.0,0.495983163,0.275478686,1.393257597,0.0,0.047485272,0.487877249,0.098136228,0.505315932,1.029464821,0.0,0.0,0.389856249,0.0,0.0,7.614636944,0.191210071,0.366910387,0.0,0
RNA6_FPKM,0.52797236,0.360328416,0.053471318,0.668975217,4.31588727,0.0,0.738580908,0.367009325,0.07373325,0.389680724,0.0,8.979601029,1.025691987,0.0,0.0,1.21058954,0.0,1.367611537,4.135226555,0.573514709,0.456447895,0.579209181,106.7613922,0.108130328,2.435852219,0.079247501,0.0,0.257874898,0.452407617,3.27022266,0.684660305,6.761459322,10.78912588,8.017203484,0.389067492,0.243759925,2.268631235,0.123749153,1.264218182,0.739115993,0.0,12.32042923,2.389332763,0.068030119,8.376632115,5.400236224,0.125630115,0.0,0.971219762,0.352077043,0.567840841,0.360328416,0.422202085,0.985144687,0.069137506,2.582070113,10.0993678,0.459012209,0.374653399,73.16451875,0.0,7.537979821,1.400133274,0.0,0.0,1.877573356,0.232775422,12.39263341,0.0,11.42161979,2.378867214,9.109915477,0.965348635,0.494292733,0.549146611,1.842849474,0.797543892,8.843483089,0.094457719,0.0446715,0.447449725,0.061477933,0.0,1.796358673,3.045386843,0.0,1.881443181,1.327014946,0.209780242,2.683050671,0.0,0.138666284,0.170301512,0.0,2.588683182,0.133758517,0.0,0.669462631,0.569211666,0.787095105,0.0,1.17677946,0.675241101,537.2060668,0.161411939,1.032401642,0.555507312,1.873130609,8.406333481,0.365367225,1.0081429,0.27970699,54.79831981,0.0,1.225748032,0.257195511,1.453704076,528.3225295,0.299119322,0.23719586,0.395198908,1.165923905,0.0,0.136275486,0.933252284,0.09386158,0.362460537,1.489543459,0.0,0.405817264,0.0,0.053227474,0.0,16.64654638,0.548641565,0.0,0.232317425,0
RNA60_FPKM,1.146290116,0.36813546,0.218420754,0.797407445,7.462356048,1.514105519,0.215655443,0.937639158,0.075357703,0.455065806,0.0,7.863835996,1.702893642,0.707090916,0.133427108,2.803426915,0.978729949,3.393726974,4.225199606,0.351590046,0.466004469,0.236762146,64.51609036,0.092067393,1.463879189,0.0,0.0,0.0,0.231065928,3.397789108,0.366432595,11.08944891,14.34190242,8.276923172,0.397213333,0.49812972,1.738417448,0.12643036,1.808294195,0.269715207,0.251003478,17.6632297,5.548063033,0.138981942,4.555221356,5.322042628,0.320961096,0.327659833,1.457380635,0.089886638,0.0,0.245466636,0.123277188,2.113781409,0.070635472,0.831751884,8.972398556,0.937737711,0.297695731,92.1358202,0.678169105,7.232709512,1.907292286,0.0,0.0,3.516910537,0.713196902,3.508669288,0.0,12.06898508,1.080087095,5.058412325,1.183603369,0.631239675,0.561074952,1.283754423,0.326010376,6.643596315,0.096504284,0.182475075,0.0,0.188361258,0.0,0.734111767,2.828512331,0.091664615,3.232879739,0.801139771,0.214325439,2.631612221,0.0,0.283341384,0.0,0.087712723,2.512531656,0.068316789,0.0,0.456058231,1.017559277,0.756845444,0.09871574,0.721418192,0.689378512,476.7639362,0.0,0.703180091,0.283723809,2.105306537,7.404059018,0.560027097,0.514906172,0.285767252,62.5156689,0.355143218,1.15957293,0.0,2.160316121,408.2716868,0.0,0.403920063,0.201880736,0.850890933,0.0,0.046393103,0.476656,0.19180857,0.617232877,1.625030715,0.0,0.0,0.190444749,0.27182373,0.0,12.75577644,0.298961728,0.358482183,0.237435722,0
RNA62_FPKM,0.823855867,0.374824131,0.16680655,0.405944866,8.979431278,0.513871792,0.878110647,0.190974352,0.038367308,0.231672799,0.0,7.413706312,0.533538455,0.0,0.0,0.503716223,0.498231151,0.0,1.075296345,0.238619133,0.47476864,0.0,41.5717636,0.112480322,0.894317225,0.082428309,0.075206714,0.134093783,0.0,1.095531755,0.440920248,7.033838956,7.844397389,2.646828237,0.809032488,0.760837042,2.360044499,0.300375962,0.263107079,0.768854854,0.0,5.581322825,4.293260746,0.1414628,12.01675241,3.131941831,0.0,0.22237804,1.294467666,0.0,0.393816913,0.249848268,0.125477712,1.947244922,0.0,0.265182005,1047.618211,0.477435879,0.0,108.8559075,0.690923468,6.204972597,2.346495717,0.0,0.0,1.953106582,0.0,3.261723698,0.46426304,10.33521146,1.649711385,21.13712948,0.602554158,0.385598198,0.571320273,0.0,0.82964303,7.684307522,0.458526777,0.0,0.0,0.063945513,0.0,0.996565455,3.167925591,0.0,2.135123845,0.941212736,0.581898665,2.009569585,1.036042028,0.096149871,0.0,0.0,2.423585505,0.139145637,0.142024235,0.0,0.888085049,0.192666664,0.0,0.734525674,1.404105971,346.1084244,0.559700141,0.357978103,0.866940167,3.312612081,2.186176134,0.19011988,0.0,0.193946144,49.26438184,0.180816142,0.613955099,0.13383242,0.54994174,775.7189156,0.155647594,0.411207388,0.06853515,0.981848312,0.0,0.047265621,0.485620495,0.097641852,0.0,0.446460237,0.0,0.0,0.0,0.110681969,0.326859948,10.01130094,0.152200625,0.365052627,0.0,0
RNA63_FPKM,1.55769583,0.436098073,0.145566668,0.657900542,10.54848046,0.0,0.383135258,0.333269769,0.301253998,0.252713644,0.0,7.116445108,1.047531562,0.0,0.059249257,0.586060651,0.434912162,0.532119302,1.407758661,0.728894042,0.414082799,0.210361769,71.97790196,0.081802938,0.780441643,0.071892164,0.131243405,0.819214772,0.205320834,2.188720722,0.503142109,6.460988464,8.003751023,3.170433797,0.706214511,1.438543723,0.386156022,0.262107352,0.459148753,1.341922196,0.111459881,12.17629009,3.549180333,0.0,12.93924829,2.73306988,0.057016016,0.0,1.708173766,0.798920718,0.343623047,0.545192523,0.0,1.073224938,0.083675702,0.201547464,9.765783091,0.416409107,0.037778196,76.45691084,0.0,5.533717259,1.835855799,0.0,0.0,0.852206392,0.21117043,5.014932059,0.270136698,10.79433088,1.199776426,19.30805818,0.701056003,0.897266836,0.640996739,0.836429997,0.0,4.863955497,0.200066522,0.0,0.0,0.111591458,0.674017783,2.391645014,3.769929973,0.407396611,1.630280286,1.095123229,0.126973499,3.215008078,0.0,0.209808102,0.077289699,0.0,1.997418358,0.546500905,0.0,0.0,0.0,0.252183524,0.087716948,0.427392067,0.612568769,450.5219581,0.19535355,0.416498159,0.756550573,4.591214244,8.288937756,0.165818392,0.0,0.253910809,60.71069743,0.0,1.071511167,0.0,1.319610432,835.3362761,0.0,0.071752973,0.119600845,1.411253322,0.466301611,0.12370738,0.423547549,0.0,0.438678535,1.008389612,0.0,0.046037777,0.169225619,0.0,0.0,11.33360028,0.166023697,0.0,0.0,0
RNA64_FPKM,0.27343685,0.0,0.0,1.462796004,7.947311882,0.0,0.0,0.337936132,0.0,0.0,0.0,4.592873867,0.35417813,0.0,0.0,0.074337836,0.0,1.079293626,0.476138545,0.633630247,0.420278715,0.426614407,40.25235942,0.0,0.923464256,0.0,0.0,0.0,0.0,2.551514602,0.240130265,9.665302549,3.951955264,1.690601421,0.358237572,0.0,0.0,0.759542418,0.0,0.826297685,0.0,10.51972564,0.999981509,0.0,6.810294112,2.72790248,0.0,0.196834527,0.251488742,0.0,0.435681399,0.552930952,0.055561219,0.18140118,0.0,0.408818045,11.31946399,0.0,0.114990555,24.28076634,0.0,6.215767897,1.288984959,0.0,0.0,2.592935649,0.0,12.37171378,0.0,14.4048152,2.676821304,8.022523207,0.0,0.22750617,0.144458769,0.0,0.0,7.088248166,0.173918557,0.0,0.0,0.622376059,0.0,1.102504242,3.568376441,0.0,0.944805729,1.332833932,0.579414559,3.458234856,0.0,0.0,0.0,0.0,6.673281463,0.0,0.125684562,0.0,2.488961842,0.596752296,0.177966365,0.650177143,0.0,148.8734272,0.445820951,1.584130534,0.0,1.37964751,19.81573126,0.16829953,0.0,0.600884276,61.81459455,0.319960805,0.919552844,0.0,2.190022989,354.5187484,0.0,0.436732561,0.0,0.868988796,0.0,0.376393885,0.429885086,0.0,0.0,1.975707139,0.0,0.280214122,0.0,0.097968455,0.0,14.60750143,0.0,0.484580812,0.320926698,0
RNA66_FPKM,0.3222805,0.0,0.142360511,0.717704444,3.242456246,0.0,0.093710371,0.488824406,0.032745746,0.593167051,0.0,3.290189425,0.682972875,0.153669125,0.0,1.719647734,0.850611988,0.520399188,1.376752283,0.611030508,0.405205738,0.411430763,106.7236283,0.047997983,0.890500962,0.070350948,0.128314189,0.0,0.0,1.451717424,0.231583783,2.843637876,4.01702618,2.301624035,0.690452541,0.432923415,2.140100622,0.073229815,0.448901033,0.70310467,0.0,7.674639227,3.085548221,0.0,8.126842068,2.418459681,0.0,0.0,1.104786869,0.0,0.672210169,0.0,0.535533537,0.087493157,0.020466091,0.109514994,13.64477281,0.0,0.221739919,78.55470211,0.0,5.994156962,0.897751686,0.0,0.0,3.056108186,0.0,20.81232232,0.0,18.82251353,3.285343357,8.896965547,0.514247898,0.0,0.557269333,0.0,0.0,3.925789675,0.810668474,0.0,0.0,0.0,0.219793415,1.594872323,1.720628978,0.079705304,1.670459134,0.589102095,0.682914586,4.954830093,0.0,0.287258375,0.0,0.0,2.872924459,0.296961929,0.0,0.396161294,0.757933313,0.739926182,0.085836482,0.0,0.0,481.6763293,0.382159009,1.527672647,0.0,1.164187038,4.503864673,0.0,0.0,0.0,71.03526852,0.462823108,1.249510314,0.228338636,0.469350628,746.6135031,0.0,0.210577794,0.292411706,0.936568995,0.0,0.080642399,0.414467583,0.125015437,0.0,0.224146031,0.0,0.2252115,0.0,0.047252005,0.0,28.40428151,0.0,0.545204671,0.0,0
RNA67_FPKM,1.510122922,0.122184768,0.92407837,1.615771537,5.064310837,1.172205299,1.180443881,1.679757932,0.224978865,0.509538023,0.0,5.508098433,1.434322706,0.527890028,0.132756556,1.477257469,0.9743394,2.781884347,3.679834357,0.349949569,0.464165598,0.0,101.4655168,0.073311945,0.0,0.080587432,0.661497593,0.262233414,0.230154133,3.269256755,0.696266927,6.876122881,14.7472795,6.285682104,0.0,0.991651698,1.441975558,0.587286695,1.542811722,0.429480696,0.0,10.50832516,2.429956287,0.0,10.68260424,3.839347512,0.063912032,0.0,1.790150965,0.178963848,1.058706331,1.587855904,0.306678393,2.10391876,0.140611791,0.995133281,4.688571646,0.46677327,0.042347422,81.32568087,2.70121736,5.066035959,1.582053184,0.121847726,0.0,3.818606792,0.47315798,7.440226629,0.0,18.85472672,1.88159815,15.30620952,0.589040409,0.753900433,1.117029449,0.511105832,0.0,7.459229859,0.096054007,0.181656498,0.0,0.187482388,0.0,1.461372981,3.660142423,0.365109599,2.870050113,1.901570586,0.426650844,4.365596391,0.0,0.047020737,0.0,0.0,4.738608481,0.272112805,0.0,0.0,0.144748505,0.847496916,0.0,0.718052142,0.0,578.4510826,0.0,1.633184911,0.564892691,1.714431834,12.97068961,0.18587392,0.0,0.568867793,69.97030233,0.353358407,1.846703087,0.130843531,1.478420006,604.9088046,0.152171506,0.964817399,0.40187757,3.048977913,0.174086427,0.138578472,0.94901972,0.143197755,0.491493691,2.772826282,0.0,0.154760306,0.379174546,0.0,0.0,16.39953232,0.148790746,0.356874044,0.118187258,0
RNA69_FPKM,1.101348235,0.229024954,0.203896548,0.531607389,5.3819683,0.313985823,0.301867502,1.225167127,0.035173128,0.159267516,0.0,9.378298927,0.978065717,0.660071875,0.249043905,1.770014916,0.456706652,1.490497277,3.943214315,0.328153717,0.435242895,0.441920461,119.7744838,0.171854549,0.0,0.075565934,0.068945556,0.122917891,0.0,2.510602584,0.186543271,6.447673918,7.965072062,4.406213914,0.0,0.0,0.811268912,0.314660536,0.0,0.855826892,0.0,13.83289345,7.456769574,0.129672746,10.17801506,3.964679909,0.0,0.407793095,1.099770468,0.251773111,0.721932632,0.458167537,0.115019918,1.503179387,0.109870885,0.548899896,493.6661325,0.43768808,0.23817069,77.88098234,0.633402262,6.062987788,2.22519473,0.114260432,0.0,2.984079763,0.0,7.403658288,0.0,20.14169562,1.512268263,12.35068561,0.920525804,0.353472688,0.374046508,1.038451554,0.0,8.085734154,0.360285962,0.0,0.0,0.292989026,0.0,1.1420012,3.69599578,0.0,2.772699899,0.920336567,0.733453175,4.400610701,0.190020679,0.088136371,0.0,0.0,3.579312184,0.0,0.0,0.0,0.542776873,0.618094532,0.092199383,0.673329817,0.643871721,414.3964935,0.256510155,0.656307434,0.0,1.964847038,7.463315077,0.522696749,0.0,0.177781927,70.11807626,0.497117972,0.952388336,0.245255068,2.142336896,657.3782127,0.285232543,0.301601089,0.188423747,0.847135086,0.081665072,0.086616779,0.889925534,0.0,0.345629359,1.300036488,0.0,0.145121395,0.355563855,0.304424035,0.0,10.66517434,0.453421525,0.0,0.332354832,0
RNA7_FPKM,1.200165661,0.242711469,0.323989348,1.436220134,8.720903921,0.0,0.533038321,1.854254653,0.0,0.449965591,0.0,9.503951659,1.036262986,0.0,0.065934503,0.733778246,0.241888747,2.566199001,1.566632035,0.92710607,0.922032396,0.0,89.0893791,0.072818165,0.434259406,0.080003941,0.657153615,0.651257554,0.228487708,2.155884521,0.197627035,7.1906266,7.266693716,3.334424726,0.392781251,1.477778278,1.432540487,0.375042214,0.510971513,0.906711769,0.0,6.323888612,6.583389066,0.0,7.64380105,3.283094265,0.063449279,0.0,0.919864098,0.177848921,0.573645102,0.485311653,0.1218935,0.995347793,0.023274284,1.83599551,13.75202252,0.0,0.042040807,85.95006445,0.0,5.363948059,2.436036525,0.0,0.2977764,2.213086051,0.470210253,7.240579765,0.0,10.35349094,1.869305693,11.60449818,0.0,0.49926161,0.475557851,0.338473768,0.161101685,7.515434177,0.572568559,0.0,0.0,0.310437668,0.0,2.177775429,3.076702995,0.090641827,1.900790332,1.340660832,0.5651537,0.975799717,0.402545851,0.140083679,0.086010493,0.0,3.792187363,0.067554515,0.0,0.0,0.862466416,0.608090239,0.0,1.426673553,0.681686469,629.430246,0.21739916,0.811257667,0.561373465,2.649438635,28.84622303,0.553753605,0.0,0.0,48.02141558,0.175498006,0.733851609,0.0,0.934652847,584.811384,0.30227802,0.399391733,0.066519405,1.290101176,0.0,0.0,0.471337501,0.094852758,0.122017844,0.943730989,0.0,0.25625569,0.0,0.0,0.0,10.77382698,0.406460987,0.177275831,0.234770695,0
