,CCDC200,AC108010.1,CELF2-AS1,ALKBH5,AC087222.1,RSL1D1,RPL15P5,PLEKHG2,MIDEAS,CFAP298,DTD1,FAM32A,PLXND1,ZBTB37,RBM14,HIF1A-AS3,PIEZO1,ZNF222,HNRNPM,NEURL4,FOXK1,TUFM,Y_RNA.142,SUFU,POM121B,AC010531.3,AL356750.1,FIP1L1,CUL9,A2M,PPM1F-AS1,FUT4,ASB8,AC018607.1,ATP6V0CP1,AC116158.3,HNRNPH2,RAMACL,NOL6,PLEC,SKI,AL513475.1,HCFC1,TRIO,CWC15,EEF1A1P9,GAA,PDHB,ANKRD61,NUP210,DNAJB11,UBE2D2,NISCH,RN7SL288P,AC008267.3,PHF20,EP400,THAP1,CSNK1G2-AS1,ZNF891,AL645924.2,AC112694.1,CSK,SLC38A10,AARSD1,AC114402.1,MEX3D,AC022973.2,SLC12A4,AC012618.2,NOTCH2,AC055811.4,BAIAP2L1,RIPOR1,TIGD7,IGSF3,RNA5SP493,AL732372.2,ZNF830,RNU1-134P,NDUFB4P6,HCLS1,BIN2,PPP1R26P1,CLEC4E,RPS2P7,HERC2,NSMCE3,AHSA1,AL161725.1,GMEB2,Y_RNA.322,AP000560.1,EBNA1BP2,RPL21P44,AC096921.1,Diagnosis
RNA2_FPKM,0.464278807,16.7930488,6.378953935,22.96239676,0.793149984,8.441140684,0.502092456,1.826824121,4.384060859,1.305514702,2.339337273,18.76626541,13.87110774,3.72996882,3.904079045,0.967869688,22.47631192,0.989958924,13.69869584,3.009477976,7.021317445,36.56697666,0.775870846,2.528804121,1.09827531,2.80521232,0.256241481,3.194113197,3.690082201,0.256214366,0.504305585,22.54994314,3.210672004,1.781935774,0.258764478,1.859525437,55.60801533,1.967547522,3.065002311,37.33837731,22.85346457,0.0,8.379189406,1.125861881,6.79603169,2.601331362,29.13929497,3.196336003,0.617997105,33.90438918,6.570722292,17.43678641,10.90191771,1.099082112,0.336841495,6.296287845,4.191796863,2.178590561,1.586387937,0.401814273,0.97712209,0.038624793,31.84800546,16.52001012,1.893512436,0.0,0.9307442,0.278115561,2.336038142,1.224177065,23.74359768,1.73202807,0.610608317,7.832369451,0.649808189,0.0,1.757323597,1.7196784,5.531629297,0.484331498,0.218346167,78.42534868,60.7467432,0.154902862,12.58889653,2.07776442,1.26446289,9.294668597,5.430340597,0.98978482,6.207697643,3.537589309,0.123815769,2.060097272,0.508116832,0.639549719,0
RNA201_FPKM,0.230363007,9.054132562,2.71394944,28.42317009,0.258092904,12.82033896,0.612723883,1.653007801,3.112300767,1.859087717,4.091744297,25.90123931,12.20537649,2.117438419,3.381009733,0.220522444,19.73969877,0.611106009,18.62208195,3.013216467,6.889905744,58.77350162,0.0,3.002315951,0.841135483,0.887678064,0.338843191,3.155687097,3.815533087,0.201302247,0.465518431,10.30755668,3.532659717,0.0,0.0,1.008774788,48.14009497,2.515974185,3.313138001,31.99824773,16.84131437,0.0,6.057309131,0.973123944,8.573125431,2.681253183,45.6989711,3.968206463,0.457154887,56.63990655,7.126122141,22.71155359,12.29235873,0.0,0.27409067,5.700109018,3.238033144,1.893653303,0.699229667,0.304673938,0.144532026,0.094322164,45.69185635,20.92297754,2.223771831,0.0,2.376580609,0.339395751,2.415267698,0.919527527,12.67024965,2.039962559,0.127105708,5.66978447,0.38775678,0.017184973,0.715095971,0.452907741,7.502120504,0.788356506,0.177797086,87.14278097,65.67117393,0.288099961,7.119244249,2.278798404,1.377030721,14.00972627,7.469676921,0.275021814,6.904909499,2.878761269,0.067154788,4.147923373,0.275590728,0.693936774,1
RNA205_FPKM,0.222818302,4.907959949,1.576080101,26.88280053,1.807048388,7.424935371,0.649941295,1.236628931,2.391459355,1.163357349,3.346763402,23.1280861,6.217043507,0.427506965,3.344925434,0.601434611,9.919688282,1.025212245,16.25749837,3.475765201,5.112057371,58.63166601,0.803907971,2.414948103,0.434891891,1.936754208,0.232188423,2.855778341,3.252353669,0.0640449,0.375703167,4.823676002,3.914950781,1.230237543,0.535938647,0.385152675,69.38048104,4.324816047,2.876347738,24.2055863,19.15266985,0.0,5.778417067,0.600383228,10.57483703,2.933439488,31.62498678,3.577262871,0.407267958,25.160008,5.272559353,23.30239145,9.248310474,0.284544746,0.465182702,5.92430545,2.275762364,2.888593148,1.266387724,0.21279411,0.368011204,0.0,42.16031867,16.51004335,1.982158482,0.772534654,1.545555271,0.144004384,2.333856619,0.682617554,10.11168855,0.660866563,0.264705984,5.540711892,0.672947602,0.043742496,0.909917813,1.167582366,8.464746449,0.0,0.0,114.0887834,75.73167298,0.137486793,19.92491758,2.806609717,1.006556373,11.93797237,6.024475866,0.316677848,7.856316319,0.732765673,0.0,2.748893269,0.52628721,0.0,0
RNA209_FPKM,0.184094664,10.16088488,4.456924525,27.23829304,0.859545346,5.79598403,0.272008146,1.124005805,3.420480236,1.258610953,2.130221851,21.26891921,4.504329903,2.81218774,5.004391477,1.636436633,13.93528597,1.109913173,14.11587113,3.290014941,5.287436309,45.55451367,0.841480349,2.527284595,1.435357914,3.209057904,0.24301114,3.14633586,3.956745827,0.239377836,0.589771118,4.619046061,3.442289222,1.802430684,0.420617581,0.940495428,70.30596086,2.785219329,3.34643728,36.09634807,30.01006916,0.0,6.312880033,0.983446807,7.050910764,1.315684495,36.36314475,2.735757584,0.548014755,29.37363043,5.812590388,19.17855846,12.24282057,0.595426767,0.365086608,7.055880664,3.469115517,1.842405725,2.292423184,0.227638454,0.385126824,0.0,50.55015445,19.37022575,1.808138634,1.077997698,0.93917101,0.452072461,3.764911659,1.734955849,19.87820195,1.630192883,0.184683244,7.5784526,0.798155761,0.007632307,0.952444791,2.51340102,5.935514925,2.62552033,0.947033173,131.3279688,72.03528214,0.143892425,34.2381543,1.272812584,1.687456101,7.582017325,5.52385863,0.950628753,7.670834368,1.533355657,0.134198072,2.347215618,0.550723867,0.693177774,0
RNA213_FPKM,0.288925518,9.55413231,1.652371589,25.80743029,0.778287934,7.646401255,1.10841886,2.427655221,3.394562894,1.27369321,3.443505923,23.99322162,7.262139733,2.278677253,5.800669511,0.607893424,15.81154155,1.20598016,14.45049973,3.884241044,4.680183112,53.7064729,0.761664308,3.163021763,0.570586977,1.682344642,0.345770353,3.005976459,4.237584667,0.216749114,0.459684109,3.703282249,3.286259103,1.515521023,0.507776205,0.510949617,58.80725486,4.689192498,2.599328823,34.92840069,20.63320882,0.0,7.748037038,0.805273843,7.992973802,2.552760917,33.64356539,3.32073181,0.275655038,33.22879713,6.768348617,24.67873362,11.56169907,1.078370086,0.771292087,7.794092915,3.193300995,2.202711315,1.297317581,0.246448097,0.697345989,0.037917556,54.47577643,19.89087306,2.018884595,0.24401687,1.244072869,0.682186293,3.301105914,2.772225974,13.13983512,1.386629656,0.599212345,8.241733194,0.988399906,0.006908368,0.862103558,2.051708953,9.020313173,0.475463174,0.0,96.38869151,75.35607868,0.173709214,24.29995389,3.102773006,1.527926431,10.20859265,8.026207769,0.465914989,7.32939827,1.388520774,0.0,2.851034318,1.329685148,1.25522278,0
RNA219_FPKM,0.138636501,5.045136755,0.858921158,19.92413446,0.0,7.737705798,0.896312907,0.54844679,2.620484876,1.107337183,3.973602111,20.56595478,4.359348323,0.458749185,3.095218642,1.066460442,8.341189002,1.427871392,12.9672841,3.450759745,5.365081802,42.40695742,0.791888102,1.913788427,0.725017552,3.020906465,0.196068448,2.508959694,3.328572376,0.072109161,0.386382871,2.988453329,2.984995529,1.817930339,0.527925402,0.252952317,67.56685637,2.867626601,2.115523608,25.43086166,22.53938357,0.25893484,4.060399728,0.65145469,7.159871517,1.946174261,36.46952,2.710809195,0.4585494,25.6664793,5.160838219,22.88236448,9.079787252,0.560580581,0.572784231,6.498862556,2.436441769,1.66695823,1.652166431,0.032609019,0.906271939,0.078844345,44.96839776,16.24434734,1.702061629,0.634249413,0.851321562,0.42555378,2.372037961,2.689994449,10.71191252,0.883537638,0.434624198,5.134601772,0.640838644,0.0071825,0.896312907,1.25941165,5.84000163,0.0,0.222853756,145.4765802,75.3361198,0.27090332,20.90073384,1.566775217,0.689938075,9.482543812,5.186190398,0.418693462,7.200871453,1.443619019,0.0,2.398128593,1.036836541,0.0,0
RNA23_FPKM,0.26030533,21.8287289,8.83477292,24.22772018,1.902413929,9.689105198,0.752528672,2.624550106,4.14418865,1.130284116,3.892620821,17.44029007,7.711466926,5.764858637,4.121208176,1.315544574,17.2353764,0.716441209,16.26356987,4.066989684,5.008224598,39.9506415,3.102966409,3.697792414,0.903934861,3.582369647,0.416143523,4.290295742,4.014897525,0.423833184,0.513975012,5.156192478,5.106511922,2.849380744,0.0,2.366442598,58.22077451,3.571672272,3.645628553,31.44418538,23.65723785,0.507159441,7.652321503,2.353991489,8.515745367,3.004245858,24.34152267,3.858380905,1.235265583,37.37966092,6.44733944,17.82933639,12.14465835,0.274493512,0.448884186,7.57627653,4.992268949,3.216514008,0.759717085,0.118646894,2.840938134,0.0,36.96321223,12.48785884,1.933342465,0.621280174,1.042466129,1.25058903,2.411594136,3.858578343,20.02004376,3.143199426,0.340609812,6.236169781,1.028265423,0.0,2.634372837,2.096658305,6.766159439,0.484106739,0.0,65.5821437,55.65905459,0.309596414,23.91697342,1.715423829,1.810725018,7.735591268,6.067266166,0.723812492,5.842624199,9.898865877,0.57747643,3.286326577,1.015594839,1.491555915,1
RNA246_FPKM,0.30975157,20.95388851,8.085759305,25.14809206,0.979828554,6.787750682,0.442999409,2.174435516,4.392239964,1.172035723,2.447206103,19.63835773,7.69544052,4.042473345,3.562444744,0.409930385,17.27356636,0.933751529,12.21578088,3.117297189,5.128111517,34.79587871,0.684928698,2.734306014,0.883574174,5.362888308,0.706554545,3.203596162,3.725564145,0.187093877,0.536444663,5.111159892,3.678335071,0.10482564,0.114154783,1.476716221,84.06201088,4.287162911,2.831348786,30.78273415,33.58869497,0.0,8.355456471,1.003313122,5.98155649,1.785275997,37.19904648,2.958264049,0.347036958,30.18556502,6.949701023,18.67359555,9.983546441,0.484863614,0.396335145,7.835248819,3.549780626,1.791254473,1.720566016,0.398866786,0.705403641,0.0,37.70285956,16.22217185,1.643692979,0.109716417,0.892059377,0.858841028,3.923651414,1.163252717,17.2044635,1.930496354,0.263132353,7.882665456,0.697595604,0.0,1.550497931,3.066274791,7.017909005,1.282684652,0.192753158,122.3830425,80.53056513,0.292872741,61.40879822,1.913008463,1.626406222,8.653730845,5.262488886,1.597608272,6.633382301,1.872946616,0.254947646,1.98090182,0.298930745,0.188127082,1
RNA253_FPKM,0.275739193,13.48425553,4.270906179,25.64715438,0.643700205,9.479387239,0.382009164,2.567866591,4.165902922,1.509400272,3.474590958,19.33051529,11.47003977,3.5525754,5.814360753,0.589200575,20.77369756,1.073684065,13.34679847,3.876509411,5.510889645,52.64246411,1.575289045,2.975817084,1.278182839,2.688019413,0.552465528,3.750116432,3.898849479,0.107565405,0.509646078,6.774059182,4.527291252,1.205207397,0.0,0.817564894,67.83106264,3.625913962,3.224930871,31.67256312,25.38721138,0.515094513,9.509407597,1.199132085,7.88277717,3.460445642,53.3783191,3.885254711,0.513014415,32.58565813,8.476812996,20.42098183,11.03031623,0.557576535,0.341769435,6.373244736,3.796304659,2.377851228,0.871836904,0.324289564,0.811132792,0.196034127,44.73682707,16.6479595,1.30846786,0.378444537,1.44905554,0.423199717,2.531871959,0.668745278,20.29043519,1.387342289,0.446637314,7.978284497,0.988929797,0.014288021,0.89104468,2.809042893,6.226702788,0.491424641,0.221543896,100.5311117,74.82742761,0.336755933,25.24416176,1.64976161,1.704184319,6.544204946,6.40307105,0.677656268,5.881751591,2.153449889,0.083766015,2.760095414,1.2028914,0.216226842,1
RNA26_FPKM,0.740261352,35.60667166,8.43237071,17.66641414,4.929778471,10.26382822,0.806996703,4.670039268,5.558867015,1.553617589,2.765430696,14.98119395,3.72726087,7.299379383,5.528078482,1.991503728,16.14899701,1.353551473,11.04316306,3.673865045,9.129403459,37.92683793,5.822650969,1.988091816,2.21546408,1.169070272,0.480555328,4.366498149,7.95113398,0.104148265,0.615212677,2.220047032,3.773744732,4.20105936,0.0,3.122052114,43.36087179,2.883125087,4.35520833,30.32158659,23.54228524,0.0,12.58815412,3.775711904,7.667371871,2.230181778,21.85227938,4.036777375,1.986867849,51.44536919,8.38232398,19.58063448,10.46092119,0.294419759,1.203316713,7.032291926,7.329564749,1.804103369,0.779196072,2.084548983,1.523131555,0.165637796,51.39609316,17.57726457,3.608714912,0.399733204,0.515914191,0.447006,2.28550529,6.963079326,27.12520638,3.028461401,0.319573561,10.30709066,1.822170816,0.0,0.941496154,3.035858604,8.670914607,1.038498788,0.0,57.67611742,35.25193801,1.138238361,13.2153204,1.742565762,2.892189999,11.99900522,4.947290843,1.483282055,6.505909368,6.065568139,1.857717243,4.401305167,1.270620868,0.6854092,0
RNA277_FPKM,0.178899914,5.821765478,1.849454803,32.86368894,0.771035448,10.77303501,0.915155967,2.144855239,2.31636938,1.789420277,3.604825677,21.55383996,14.48402977,2.154410012,5.039687798,0.51752102,16.45021522,0.995608155,17.84813171,3.577701655,6.089658711,54.20639867,0.942958158,2.443345058,1.138359941,1.325690139,0.3113797,3.289180932,3.710415922,0.182521302,0.365771538,4.313349372,4.499544112,0.721733367,0.157159693,1.461309023,58.81740747,3.269368778,3.963804391,26.60928028,18.69417386,0.0,10.37861699,0.663668761,10.62432741,3.231436091,22.96138929,3.20999507,0.409665742,40.19493446,7.998160421,21.55687448,12.28254898,0.333761822,0.272966974,6.548128426,3.07691295,2.547202836,0.682776047,0.277438916,0.215947206,0.0,35.65268745,15.62324276,2.748835648,0.30225892,1.521095393,0.338004322,2.491484687,0.228919299,10.2785177,1.218564318,0.414158845,5.503737421,0.789655134,0.00855272,1.067304288,1.300708411,9.364290793,1.17789385,0.0,103.2459518,73.2085599,0.242023672,8.900016737,6.696567221,1.353135973,15.79716889,8.917719174,0.361826642,7.603188572,0.0,0.150478666,3.00097204,0.0,0.518273294,0
RNA288_FPKM,0.107236159,11.4631804,4.630038926,20.87011108,0.751078655,11.33240813,2.614689585,2.202927413,4.006480831,2.343127227,3.105889015,19.48632964,4.339650585,4.230121017,4.75852644,0.513245849,10.87117717,4.94578809,11.22348089,3.803882048,3.703482145,34.62698247,2.205446078,2.610553432,1.009428646,2.508798486,0.636965512,3.823878783,3.799957616,0.050197258,0.383172891,3.236143908,5.443179406,2.249758793,0.244955819,1.326527131,85.89457226,4.600899627,3.110222351,9.40232555,24.60818888,0.0,3.664965786,1.018392748,8.359672667,2.955976077,18.25422846,3.552179789,0.42559219,30.85875385,8.15881149,19.44076359,10.99568491,0.520215451,0.212616146,9.0027908,4.531818412,2.922579697,0.21906835,0.665870527,0.420604047,0.073167084,29.33170459,7.591733813,2.316439415,0.117715938,0.455876145,0.131637127,2.415095487,0.713330609,18.35685042,1.251701029,0.201710644,4.565566261,1.610105811,0.0,1.663546113,1.696017338,7.870299181,0.0,0.0,68.24006274,53.90512295,0.083822943,30.32734628,8.639890949,1.334392005,9.756877877,7.84602219,0.693428908,4.878575179,1.339669878,0.351779007,3.839061094,0.481273191,0.40368719,0
RNA29_FPKM,0.229325083,13.32472126,3.815341189,19.70661944,1.606185603,5.960595741,0.808708835,1.274376223,2.620455359,2.145015803,3.951668644,22.91042643,2.792678007,4.237667623,4.943327089,1.247368814,8.072991759,1.099836294,11.48169038,2.890774999,3.658502318,32.87149144,2.14347099,2.633135192,0.773124875,0.860731041,1.061461981,2.792936368,3.557452003,0.13825534,0.242207226,2.575013311,5.728323303,2.405698496,0.357245165,0.718934209,84.78085008,4.21385351,2.35468554,14.71947216,18.42468958,0.0,5.373793395,0.636787756,8.61376329,2.394607116,15.01041177,3.668919414,0.465448022,27.97512614,6.669450548,18.01118846,12.28060293,1.517371216,0.103360258,8.357576573,3.392540475,2.370079997,0.760600067,0.445540199,0.327077795,0.0,37.69042234,7.531083352,2.148186624,0.801162563,0.13294511,0.255973927,1.83163411,0.866813946,18.34822568,1.132882879,0.196072391,5.423216829,1.166426423,0.019441486,0.0,3.185758034,6.941418197,0.0,0.0,74.25743164,58.32573883,0.020368808,42.05385646,2.494750374,1.4014101,8.02321,7.749995907,0.785200135,4.184556611,3.907566583,0.037993033,3.172797706,0.935497932,0.0,0
RNA295_FPKM,0.170707525,6.859412865,1.681328669,26.6083106,0.398583781,7.809503463,0.630630041,1.462208444,3.823369032,1.442962175,3.100319184,19.61366049,5.600370082,0.293241644,4.32008607,0.2918148,16.4701099,1.515201931,12.74931656,3.950438589,4.616403293,40.66137554,0.650315019,2.69936787,1.29851027,2.871350254,0.241425305,3.162497987,3.733305931,0.051795091,0.328864635,6.199311679,3.223774809,0.397930991,0.433345562,0.498342831,72.72872929,4.169965328,3.859848768,32.57738298,21.22167482,0.0,7.627892636,0.69426942,7.479140418,2.517440691,40.6302002,2.807782344,0.235270558,29.56292101,6.295515276,21.6877084,9.262294702,0.690330672,0.37613421,6.119955945,2.777564114,2.239202104,0.941085766,0.309744528,0.371988894,0.0,53.5925321,18.37736606,1.568648729,0.208248489,1.088582284,0.349367349,3.585957545,0.157719409,14.80265878,0.877984679,0.249737164,9.425040318,0.689323767,0.011791456,0.0,2.145370999,7.467583087,0.405954224,0.18301215,127.0347413,68.54389656,0.203847589,21.98118207,3.177515912,1.043164392,10.49891027,5.609365021,0.458269937,7.253844556,1.184989191,0.207388403,2.787018416,0.42560641,0.178619859,0
RNA3_FPKM,0.294323319,11.07602345,2.830829011,24.02875998,2.248873235,12.12462786,0.444746737,2.48983324,3.935287942,1.389900361,3.276562311,24.62655293,9.37807586,2.603912595,3.880641633,0.686070597,18.45139933,0.967918113,16.45532041,3.377653972,6.845626091,49.0784369,1.83438436,3.024278649,0.992200848,3.129975382,0.605451353,4.469819512,4.591387443,0.354885042,0.433303331,4.551840494,5.230831259,1.964732522,0.45842018,1.171659619,63.43330729,3.652802215,4.112772147,22.68182413,23.61935818,0.299907284,9.442013124,1.105111232,9.723461682,2.663485179,26.83842757,3.277610661,0.265477488,41.63122332,7.929798211,20.65099067,11.68269571,0.0,0.530582115,7.403622636,4.582939171,2.55430739,0.624723678,0.059338701,0.524716956,0.0,36.62184158,13.47411012,1.777528047,0.44059669,0.834172072,0.656999071,2.623447754,0.890056118,14.85946986,1.992393622,0.251640459,6.210470282,0.806062789,0.058223569,1.038140599,2.174959551,7.250440615,0.0,0.258116925,86.82649632,71.92356703,0.209149639,16.50956664,1.387460909,1.638773498,10.76589143,5.753412481,0.693995574,5.670734571,1.672049461,0.243802406,3.915933261,0.800369632,0.503844238,0
RNA302_FPKM,0.159387097,5.462027962,1.640752112,24.05387579,0.893119373,5.644358573,0.706643899,1.227614448,3.066998972,1.039844232,3.666052682,20.49044534,4.102776775,1.722333203,3.030745424,0.762908024,8.238572133,1.793783882,12.89725411,2.234587319,3.313128371,32.63365005,0.0,2.499315764,0.90931144,2.632239744,0.15027683,3.092765816,2.934592637,0.024871929,0.415231002,4.085832885,3.846885409,1.226185933,0.0,0.314076559,79.98468527,5.425743046,2.109092158,20.13933306,20.64548439,0.238226016,5.635147564,0.378429707,6.745553734,1.193339669,18.86730741,2.669272438,0.210857185,21.50393895,5.267310994,19.33169237,9.131081334,0.0,0.210709111,7.030152496,2.314257386,2.27656131,0.992381439,0.188518906,0.083379105,0.0,46.4722948,14.55882337,1.680730241,0.0,0.737829886,0.130506426,2.56852042,0.265095503,12.06351093,0.556013694,0.306470685,5.820032892,0.680873406,0.0,0.824628515,2.303310707,6.946619149,0.454795121,0.0,141.7150017,83.95824725,0.0,37.16555057,2.797301576,0.543076766,8.302604711,5.571287339,0.437953371,7.246819282,0.0,0.077452187,1.858726308,0.794684256,0.0,0
RNA303_FPKM,0.085266222,3.054508497,0.822865771,27.32813243,0.149283741,7.927948254,0.708793584,2.225411305,2.276399093,0.9430073,5.016503668,23.981596,6.057443866,0.454449167,4.213218101,0.255080154,9.27382168,1.253056625,18.29451083,2.992662884,4.499677771,62.790943,0.730475783,1.814373159,0.304023247,2.053569273,0.090431497,2.595451596,3.321256255,0.074839046,0.388357151,2.458988297,3.257506498,0.782675362,0.365237892,0.221689574,67.74252575,3.514835396,2.607028358,22.50875515,16.28477748,0.0,7.601261232,0.445487161,8.051913816,2.448416578,29.91401757,2.898097964,0.0,28.61182393,7.474588334,25.09157279,10.36953175,0.775659852,0.422785817,6.898799967,2.568468177,2.267996888,1.119860107,0.236370876,0.585267243,0.10909474,44.68492562,14.68984581,2.562523337,0.351037351,1.465072922,0.0,1.888305849,0.177241474,8.824952611,0.428995174,0.133651427,5.533345677,0.601414409,0.0,1.65360452,0.564157332,9.376806911,0.455993974,0.205571054,125.1484735,70.139525,0.16661487,18.18314048,5.696746541,0.639474156,12.37523631,6.07808118,0.204494775,6.808902813,0.0,0.0,2.846331216,0.0,0.200637348,1
RNA31_FPKM,0.353383051,3.000694858,0.269460072,19.79237425,0.0,8.977520044,0.261072726,1.736970382,2.97087424,1.879096228,3.512112894,27.37669158,7.892366909,0.24537252,3.751163336,0.563821069,10.08822634,1.384838222,13.38874941,3.593236145,3.516997183,50.37630362,1.614595402,2.51187929,0.806420506,1.296875082,0.299875956,3.761499044,2.971842593,0.0,0.470672356,3.774455315,5.243055609,0.494214937,0.269099234,0.322375656,83.99473395,5.805856742,2.47973394,22.24852455,18.38721005,1.584106637,4.804242491,0.553518499,8.117229156,1.202603389,36.12761543,3.479293845,0.233736228,20.98997699,6.506726592,20.57716231,9.97713036,0.285888209,0.817561023,6.894951859,2.373634342,2.558022506,0.92822966,0.199485288,0.277218661,0.080378601,47.39818999,17.60082377,2.129348267,0.646656488,1.352083305,0.289223176,2.435673613,1.175387008,9.718628531,0.474116444,0.369271867,7.079516975,1.30679538,0.0,0.0,1.165330055,7.500284927,0.0,0.0,127.1437581,95.19769725,0.023026147,32.88170778,0.657744009,0.628203265,8.790989243,7.869265155,0.259486079,6.894546365,0.0,0.300518042,2.980860029,0.880932461,0.443475537,1
RNA314_FPKM,0.160752197,5.789094461,1.072563023,29.06047596,0.375234457,9.196214148,0.890824575,2.853315618,2.591270481,1.777843291,3.851506249,22.85432454,8.194224806,2.437321843,7.020393359,0.732807553,13.89380465,0.848033044,15.09044878,3.591094331,4.742421432,55.40603875,0.0,2.170071298,0.726050595,1.659225889,0.113672927,3.374017991,3.900887229,0.418064826,0.379642026,3.558887548,3.522474048,0.84317274,0.459106193,0.645263598,49.47110639,2.660078078,3.249814736,31.16718982,22.33452355,0.300347495,8.69145464,0.841527319,9.918137841,2.325100042,37.31355138,3.328183308,0.0,40.06683773,6.58903453,22.29518869,14.21006479,0.0,0.796987716,6.339404094,3.302167008,2.46006613,0.703747731,0.286280646,0.420374542,0.0,42.54393004,16.67660738,2.542687734,0.294118454,1.518674522,0.493439351,1.827142487,0.0,8.55503666,1.078383083,0.251978354,4.584914556,0.832755125,0.008331231,0.0,0.945424104,10.25521543,1.146170704,0.0,94.28779503,73.98109578,0.130873455,17.04659666,3.205961887,0.974895267,13.32357702,7.749786611,0.20943159,6.013632788,0.837251866,0.097634572,3.389989859,0.400674081,0.0,1
RNA319_FPKM,0.15227534,5.492144591,0.590942553,25.25998797,0.304679932,12.3523919,0.241065441,2.175095435,2.392120336,1.370619615,3.497870714,23.90558189,5.429324952,0.72928485,4.623419852,0.706555527,11.45847643,1.245975375,20.03850908,3.198574456,4.481317244,53.41469609,0.0,2.817195446,0.341303382,1.347155235,0.307670885,3.36851396,4.340416503,0.084865347,0.400152894,2.978362992,3.258002238,1.597420356,0.372715257,0.416756047,50.97102704,3.779770893,3.503713688,19.84954269,14.77588453,0.0,8.686537341,0.850064693,8.643493737,2.609663748,26.90831542,3.047620654,0.053955968,40.76589317,7.032290901,21.28092508,14.53306219,1.319495753,0.323508467,6.699981736,3.590945657,2.203537614,0.634897274,0.048245238,0.085310381,0.0,38.84095043,15.88670198,1.995721373,0.71656704,1.233092338,0.400587876,1.884796088,0.633135394,9.699946119,0.875608043,0.286429103,5.174773597,0.457711587,0.006761126,0.0,0.829317956,7.718738833,0.0,0.0,102.3165112,65.20542305,0.063752568,16.31260898,2.603122073,0.830842915,13.45510516,6.997308885,0.309172925,5.34288407,0.0,0.0,3.716516716,0.162668099,0.409489829,0
RNA32_FPKM,0.253538369,25.56522305,11.5189514,17.50351561,0.591834485,5.900320171,0.780584148,1.585861426,4.936132075,1.000744961,1.724855437,17.79133137,7.823303197,5.460103701,4.290481361,2.070682388,11.06356374,1.528552793,7.58558658,2.905130543,3.897429338,20.36390424,0.965322267,2.513759483,1.165164506,1.550714782,0.557763213,3.122258341,3.597022398,0.054948845,0.505786515,4.693891899,3.821792837,3.398398003,1.287243824,0.786411374,74.49465691,2.397383844,1.863822911,29.85050581,30.02173345,0.0,6.370561528,1.362072076,6.711574647,1.00663556,33.6770532,2.478753908,0.419297467,19.25272818,4.519468415,15.49693735,8.843959652,0.683355282,0.279292678,6.968543729,3.627583718,2.196588535,1.562140622,0.516833714,1.215435998,0.240324844,42.78408028,11.63800963,0.954822302,0.0,0.399204592,0.864751483,2.830445607,2.342564517,25.41489933,1.360684826,0.459235803,8.751738973,1.414443034,0.008755565,1.092617511,6.718792361,3.799651511,0.0,0.271661731,103.3794977,80.52715982,0.660570491,36.88132356,1.011237149,0.935064247,3.538274471,4.032765668,1.381269593,6.444624875,4.400284093,0.102662048,1.85611747,2.949527498,1.060810424,1
RNA328_FPKM,0.180324668,14.76519533,6.928777719,25.17423076,0.473686237,7.252223883,0.249777333,1.481988294,3.389840616,1.095355878,2.70026676,19.81607335,3.007724187,3.594883171,5.289970517,1.194494057,13.36317097,1.596807166,16.88960867,3.477028637,4.580318931,37.71063308,0.772369714,2.382702712,0.964475211,4.187793925,0.478180318,3.215163155,3.711637923,0.219828724,0.380897333,2.757766325,3.410179247,0.945777513,0.0,0.863663936,58.11650025,3.316987952,3.223695626,22.67967186,22.42863559,0.252552637,8.808072874,0.735864315,9.635845437,1.841058791,26.53353344,2.411151067,0.391394368,32.52844648,6.940140019,19.75955355,10.041097,0.0,0.447039247,6.016638432,3.475031687,2.513189871,1.348624339,0.299930137,0.088393423,0.0,39.42327617,13.13499359,1.456689244,0.247446596,1.261723543,0.69190613,2.210068378,1.030914169,17.98048013,1.134110674,0.325052636,6.383520752,0.6898359,0.035033993,1.748441331,4.275254419,8.819578527,0.0,0.0,96.09962795,72.60826365,0.06607746,20.82281103,3.146719265,1.308550519,8.147735096,5.84277717,1.033144571,6.946872091,3.520761279,0.164322119,2.22117342,0.674347339,0.636634302,0
RNA331_FPKM,0.375615436,6.56481268,1.243645708,30.89924972,0.553906681,11.14667312,0.657325396,2.749034218,2.626647372,1.894850686,4.178667379,22.80657171,6.612640223,1.048815387,4.968011123,0.337922953,16.44302021,0.953513535,21.94860707,3.957515377,8.21027065,68.50120484,0.0,3.247695067,0.704889532,0.816211067,0.195724001,3.740741042,4.7744089,0.47813413,0.471518689,3.489816848,3.93259711,0.51843306,0.22580471,1.103741359,42.30856552,3.680254226,4.558072677,25.77771604,14.70613593,0.0,5.844493475,0.645387053,9.300672662,0.807322615,16.02571209,3.383502894,0.392314538,48.02271871,8.44178864,23.40810436,13.41893261,0.0,0.882126989,6.301316933,3.770823474,2.492307635,0.80775516,0.386608177,0.620292876,0.0,33.33096853,17.83020071,3.028680528,0.434166356,1.246659773,0.0,2.087068388,1.808296176,5.924851595,1.432282394,0.17353106,4.452847394,0.812991174,0.006147484,0.767151959,0.24291159,10.32958,1.268837205,0.572016773,86.29436546,72.20554457,0.289728949,4.872318226,0.630806314,1.331613207,20.67270557,8.152430742,0.358229896,8.405235566,1.234931952,0.07204301,3.75782203,0.591459676,0.372126161,0
